"Name";"Ingredients";"Energy_kcal";"Fat_g";"Carbohydrates_g";"Fiber_g";"Protein_g"
"quiche-ze-szpinakiem-serem-i-salami";c("ciasto francuskie", "ząbek czosnku", "gałka muszkatołowa mielona", "jajko", "pieprz biały", "salami orzechowe", "tomme de montagne", "sól", "śmietana 30%", "szpinak baby", "zioła prowansalskie", "żółtka jaj");"1252,7";"94,9";"58,8";"0,2";"36,7"
"pieczona-dynia-w-ziolach";c("dynia hokkaido", "oliwa z oliwek", "oregano suszone", "pieprz czarny", "sól", "tymianek suszony");"74,1";"8,1";"0,8";"0,1";"0,1"
"udka-w-kiszonej-kapuscie-z-puree-kaparowym";c("kapusta biała", "pieprz biały", "cebula", "kapar", "kumin", "masło", "olej rzepakowy", "natka pietruszki", "sól", "majeranek suszony", "kurczak udko", "ziemniak", "boczek surowy", "kapusta kwaszona", "ząbek czosnku", "kiełbasa myśliwska");"774,1";"80,7";"4,2";"7,9";"7,9"
"pulpety-z-sosem-cynamonowo-pomidorowym";c("bulion drobiowy", "bułka tarta", "cebula", "cynamon", "pieprz czarny", "papryka czerwona", "jajko", "olej", "natka pietruszki", "sól", "pomidory krojone z puszki", "mąka pszenna", "ząbek czosnku", "mięso mielone wołowo");"537,9";"33,8";"31,7";"30,8";"30,8"
"grillowany-losos-z-miodem-musztarda-i-imbirem";c("musztarda dijon", "kolendra świeża", "ząbek czosnku", "bakłażan", "pomarańcza", "pomidor czerwony", "łosoś filet, bez skóry", "imbir świeży", "mąka pszenna", "miód", "olej rzepakowy", "papryka mielona ostra");"643,4";"32,5";"43,8";"46,1";"46,1"
"rolady-z-lopatki-z-ziolami";c("pieprz biały", "cytryna", "oliwki czarne", "czosnek główka", "mięso wieprzowe łopatka", "miód", "olej rzepakowy", "oliwa z oliwek", "sól", "majeranek suszony", "tymianek świeży", "musztarda dijon");"614,1";"40,4";"31,9";"2,6";"33"
"leczo";c("cebula", "cukinia", "pieprz czarny", "papryka czerwona", "olej", "papryka mielona ostra", "sól", "pomidory krojone z puszki");"244,2";"12,3";"32,1";"6,4";"6,4"
"zapiekane-nalesniki-z-serkiem-waniliowym-i-rodzynkami";c("jajko", "cukier wanilinowy", "mleko 3,2%", "olej rzepakowy", "sól", "mąka pszenna", "masło", "rodzynki", "serek homogenizowany waniliowy", "cukier puder", "cukier wanilinowy", "śmietana 12%");"821,8";"34,2";"101,9";"28,7";"28,7"
"kaczka-ze-smazonym-makaronem-chow-mein-i-warzywami";c("marchew", "kaczka", "por", "papryka czerwona", "papryka zielona", "papryka żółta", "cebula dymka", "bób", "bulion warzywny", "ząbek czosnku", "makaron chow mein", "mąka ziemniaczana", "imbir mielony", "przyprawa chińska 5 smaków", "miód", "ocet", "olej z orzechów ziemnych", "olej", "pędy bambusa", "orzechy arachidowe", "sól", "sos piri", "sos sojowy", "sos sojowy", "bazylia świeża");"2097,9";"168";"83,2";"61,3";"61,3"
"kaczka-w-sosie-sliwkowym";c("kaczka", "papryczka chili czerwona", "pędy bambusa", "cytryna", "marchew", "korzeń pietruszki", "cebula dymka", "ząbek czosnku", "kolendra świeża", "masło", "miód", "mleczko kokosowe", "oliwa z oliwek", "ocet balsamiczny", "ryż basmati", "sos sojowy", "śliwka suszona", "śliwka", "trawa cytrynowa");"2061,7";"173,7";"78,2";"52";"52"
"poledwiczki-wieprzowe-po-meksykansku-dla-twardzieli";c("papryczka jalapeno", "ząbek czosnku", "kminek cały", "kolba kukurydzy", "polędwiczka wieprzowa", "ocet winny, biały", "pieprz czarny, ziarnisty", "kolendra świeża", "miód", "olej rzepakowy", "sok z limonki", "sok z pomarańczy", "sól", "masło");"508,3";"18,9";"30,1";"55";"55"
"pieczone-poledwiczki-w-papryce-z-guacamole-i-z-warzywami-w-kolendrze";c("bakłażan", "papryka mielona ostra", "papryka mielona słodka", "papryczka jalapeno", "awokado", "limonka", "polędwiczka wieprzowa", "cukinia", "ząbek czosnku", "pieprz biały", "oliwa z oliwek", "oliwa z oliwek", "kolendra świeża", "pomidor czerwony", "sól");"601,2";"29,8";"29,5";"59";"59"
"paluszki-rybne-z-mintaja-z-sosem-tatarskim";c("bułka tarta", "cytryna", "pieprz czarny", "jajko", "mąka pszenna", "musztarda", "olej", "sól", "mintaj filet", "pieprz czarny", "jogurt naturalny", "świeży koperek", "majonez", "musztarda", "ogórek konserwowy", "sok z cytryny", "sól", "grzyby marynowane");"772";"42,1";"61,9";"2,4";"37,4"
"smazony-dorsz-z-czosnkowo-cytrynowym-maslem";c("cytryna", "ząbek czosnku", "dorsz filet", "masło", "mąka pszenna", "musztarda dijon", "oliwa z oliwek", "pieprz czarny", "sól", "bazylia świeża", "grana padano, tarty");"363,8";"26,8";"8,1";"23,9";"23,9"
"grillowane-kebabczety-wolowe";c("cebula dymka", "pieprz czarny", "papryczka chili czerwona", "jajko", "olej", "papryka mielona słodka", "sos sojowy", "sól", "kolendra świeża", "mięso mielone wołowe", "ząbek czosnku", "curry", "cynamon", "miód", "sok z pomarańczy", "limonka", "ząbek czosnku");"317";"18,2";"9,5";"27,7";"27,7"
"biala-kielbasa-nadziewana-sliwkami-z-grilla";c("śliwka suszona", "kiełbasa biała surowa", "brandy", "ząbek czosnku", "majeranek");"417,2";"28,5";"27,6";"12,4";"12,4"
"stek-wolowy-z-grilla";c("polędwica wołowa", "szalotka", "liść laurowy", "ziele angielskie", "pieprz czarny", "wino czerwone", "oliwa z oliwek", "rozmaryn świeży");"285,1";"6,9";"4,7";"46,4";"46,4"
"bazyliowy-pstrag-z-grilla";c("pstrąg łososiowy swieży filet", "oliwa z oliwek", "pieprz czarny", "sok z limonki", "sól", "bazylia świeża");"446,2";"25,9";"0,7";"53,1";"53,1"
"makaron-z-buraczanym-pesto";c("limonka", "burak", "ząbek czosnku", "makaron spaghetti", "oliwa z oliwek", "orzech włoski", "pieprz czarny", "sól", "grana padano, tarty");"794,5";"27,1";"111,2";"30,4";"30,4"
"indyk-faszerowany-suszonymi-morelami-z-grilla";c("morele suszone", "goździki", "rodzynki", "kolendra świeża", "indyk pierś", "wino białe", "pieprz czarny", "sok z cytryny", "sól", "cynamon", "boczek wędzony w plastrach");"416,3";"4";"40,3";"53,6";"53,6"
"grillowane-szaszlyki-z-kurczaka";c("szalotka", "cytryna", "kurczak filety z piersi", "wino białe", "ząbek czosnku", "kolendra świeża", "oliwa z oliwek", "pieprz czarny", "sok z cytryny", "sól", "liść laurowy");"654,5";"27,7";"54,2";"49,6";"49,6"
"pieczony-kurczak-z-ziolami-prowansalskimi-i-cytryna";c("cytryna", "kurczak", "jogurt naturalny", "cebula", "pieprz biały", "czosnek główka", "marchew", "miód", "olej rzepakowy", "korzeń pietruszki", "sałata masłowa", "sól", "tymianek świeży", "zioła prowansalskie");"1359,1";"95,6";"54";"78,1";"78,1"
"tarta-z-kurkami";c("cebula", "jajko", "tymianek świeży", "kurki", "masło", "mąka pszenna", "pieprz czarny", "grana padano", "sól", "śmietana 30%");"736,1";"49,7";"49,2";"23,6";"23,6"
"spaghetti-a-la-carbonara";c("bazylia świeża", "wino białe", "cebula", "ząbek czosnku", "makaron spaghetti", "pieprz czarny", "sól", "śmietana 30%", "grana padano, tarty", "boczek wędzony", "jajko");"869,6";"38,4";"97,2";"28,2";"28,2"
"aromatyczna-karkowka-z-grilla";c("mięso wieprzowe karkówka", "szalotka", "ząbek czosnku", "ketchup", "musztarda dijon", "oliwa z oliwek", "pieprz czarny", "papryka mielona słodka", "sól", "majeranek suszony");"133,9";"8,6";"13,4";"2,2";"2,2"
"piersi-kurczaka-w-greckiej-marynacie-z-grilla";c("kurczak filety z piersi", "oliwa z oliwek", "pieprz czarny", "sok z cytryny", "sól", "papryczka chili czerwona", "cebula dymka", "ząbek czosnku", "jogurt grecki", "kolendra świeża");"460,4";"25,9";"7,3";"47,6";"47,6"
"makaron-tagliatelle-ze-szpinakiem-i-lososiem";c("pieprz czarny", "gałka muszkatołowa mielona", "olej", "sól", "łosoś wędzony", "makaron tagliatelle", "śmietana 30%", "lazur błękitny", "szpinak baby");"803,5";"41,4";"77,6";"33,3";"33,3"
"spaghetti-pelnoziarniste-z-pesto-z-rukoli-i-mozzarella";c("anchois", "pieprz biały", "ząbek czosnku", "mozzarella", "pistacje", "oliwa z oliwek", "oliwa z oliwek", "spaghetti pełnoziarniste", "rukola", "grana padano", "sól", "pomidor suszony", "kurki");"719,8";"51";"41";"28,2";"28,2"
"sosnowy-pstrag-z-grilla";c("cytryna", "pieprz czarny", "oliwa z oliwek", "rozmaryn świeży", "sól", "pstrąg łososiowy swieży filet");"343,8";"18,6";"5,6";"40,4";"40,4"
"szalwiowe-medaliony-z-poledwiczek-z-grilla";c("cukinia", "musztarda francuska", "oliwa z oliwek", "polędwiczka wieprzowa", "szałwia świeża", "boczek wędzony w plastrach");"252,2";"9,7";"6,6";"34,4";"34,4"
"kotlety-z-tunczyka-z-limonkowa-salsa";c("awokado", "cebula czerwona", "papryczka chili czerwona", "pomidor czerwony", "jajko", "olej", "papryka mielona ostra", "papryka mielona słodka", "sól", "szczypior cebuli", "tuńczyk w sosie własnym", "kolendra świeża", "limonka", "mąka pszenna");"327,7";"16,4";"17,8";"30,8";"30,8"
"cordon-bleu-po-hiszpansku-z-salatka";c("kurczak filety z piersi", "masło", "płatki kukurydziane", "chorizo plastry", "ser manchego, plastry", "sól", "pieprz czarny", "wino białe", "curry", "ząbek czosnku", "oliwa z oliwek", "pieczarka", "sól", "śmietana 30%", "pieprz czarny", "pomarańcza", "fenkuł", "kolendra świeża", "musztarda dijon", "ocet balsamiczny", "oliwa z oliwek", "sok z limonki", "sól", "pieprz czarny");"1100,7";"70,4";"48,6";"64,3";"64,3"
"prosta-paella-z-kurczakiem";c("chorizo", "limonka", "pieprz biały", "cebula dymka", "ząbek czosnku", "kurkuma mielona", "olej rzepakowy", "oliwa z oliwek", "papryczka chili czerwona", "ryż długoziarnisty", "sól", "sos piri", "kolendra świeża", "kurczak udko", "oliwki czarne");"687,5";"20,3";"108,6";"16,3";"16,3"
"zapiekanka-z-kurczakiem-i-chorizo";c("cebula", "pieprz czarny", "pomidor czerwony", "kurczak filety z piersi", "masło", "oliwa z oliwek", "oliwki zielone", "sól", "ziemniak", "chorizo");"730,3";"29,8";"18,8";"56,3";"56,3"
"grillowany-losos-z-maslem-ziolowym";c("łosoś filet, bez skóry", "pieprz czarny", "sok z cytryny", "sól", "ząbek czosnku", "świeży koperek", "mięta świeża", "masło");"512,1";"37,1";"0,9";"40,7";"40,7"
"grillowana-karkowka-po-mysliwsku";c("mięso wieprzowe karkówka", "jałowiec", "ząbek czosnku", "miód", "oliwa z oliwek", "pieprz czarny", "pieprz cayenne, ziarnisty", "rozmaryn świeży", "sól", "wódka");"97,4";"6,7";"4,1";"0,3";"0,3"
"placki-z-cukinii-z-wedzonym-boczkiem";c("boczek wędzony", "cebula", "cukinia", "pieprz czarny", "jajko", "olej rzepakowy", "sól", "mąka pszenna");"334,2";"23,3";"18,9";"12,1";"12,1"
"fasolka-szparagowa-z-kurkami-i-orzechami-wloskimi";c("pieprz czarny", "fasola szparagowa", "kurki", "olej rzepakowy", "orzech włoski", "sól", "wino białe");"120,6";"7,6";"10";"3,9";"3,6"
"szybkie-burrito-wedlug-karola-okrasy";c("śmietana 18%", "limonka", "pomidor czerwony", "tortilla", "ajwar", "pieprz biały", "cebula dymka", "cukier", "ząbek czosnku", "fasola czerwona z puszki", "kolendra świeża", "mięso mielone wieprzowe", "musztarda dijon", "pieprz cayenne, ziarnisty", "pomidory krojone z puszki", "sól", "oliwa z oliwek");"613,1";"28,7";"77,7";"17,7";"17,7"
"chlebek-miesny";c("cebula", "marchew", "cukinia", "mozzarella", "jajko", "bułka tarta", "oliwki czarne", "ząbek czosnku", "pieprz czarny", "mięso mielone wieprzowe", "przecier pomidorowy", "sól", "szynka szwarcwaldzka", "oliwki zielone");"556,4";"28,6";"36,3";"38,6";"38,6"
"grillowany-indyk-z-pieczona-gruszka-i-serem-plesniowym";c("pomidor suszony", "limonka", "papryczka chili czerwona", "ząbek czosnku", "gruszka", "indyk pierś", "mix sałat", "lazur błękitny", "sos sojowy", "pieprz czarny", "sól", "tymianek świeży", "oliwa z oliwek");"564";"27,8";"69,4";"23,3";"23,3"
"grillowany-burger-teksanski";c("papryka czerwona", "papryka zielona", "cukier brązowy", "bułka tarta", "chili mielone", "cebula dymka", "kukurydza konserwowa", "mięso mielone wieprzowe", "oliwa z oliwek", "pieprz czarny", "sól", "natka pietruszki");"112";"5,8";"13,2";"2,4";"2,4"
"grillowane-meksykanskie-szaszlyki-z-lososia";c("limonka", "łosoś filet, bez skóry", "papryczka chili czerwona", "kminek mielony", "oliwa z oliwek", "sok z limonki", "sok ananasowy", "kolendra świeża", "tequila", "ząbek czosnku");"456,7";"28,7";"13,1";"37,0";"37,0"
"imbirowe-skrzydelka-z-grilla";c("kurczak skrzydełko", "kolendra ziarna", "papryczka chili czerwona", "cukier brązowy", "pieprz czarny", "limonka", "sok z limonki", "sos sojowy", "imbir świeży");"398,8";"25,9";"4,2";"35,5";"35,5"
"kielbaski-piwne-z-grilla";c("pieprz czarny", "gałka muszkatołowa mielona", "miód", "piwo", "kiełbasa śląska", "majeranek");"620,2";"52,2";"7,5";"25,4";"25,4"
"musaka-grecka";c("gałka muszkatołowa mielona", "bakłażan", "cebula", "jajko", "cukinia", "wino czerwone", "masło", "mąka pszenna", "mięso mielone wieprzowe", "mleko", "pieprz czarny", "przecier pomidorowy", "ser feta", "sól", "cynamon", "oliwa z oliwek");"855,7";"56,3";"59,1";"27,5";"27,5"
"proste-golabki-greckie";c("cytryna", "kapusta biała", "cebula dymka", "cukier", "ząbek czosnku", "kasza jęczmienna", "mięso mielone wieprzowe", "pieprz biały", "mięta świeża", "oliwa z oliwek", "pomidory krojone z puszki", "ser feta", "sól", "oregano suszone", "papryczka chili czerwona", "oliwki zielone");"868,3";"54,3";"61";"44,4";"44,4"
"risotto-z-pieczarkami";c("cebula", "bulion warzywny", "ząbek czosnku", "masło", "oliwa z oliwek", "pieczarka", "pieprz czarny", "ryż do risotto", "grana padano, tarty", "sól", "natka pietruszki");"311,6";"11,4";"45,4";"7,2";"7,2"
"podudzia-kurczaka-cajun-z-zapiekanka-z-cukinii-i-koziego-sera";c("kurczak podudzie", "ketchup", "cukinia", "jajko", "ząbek czosnku", "ser ementaler", "gałka muszkatołowa mielona", "oliwa z oliwek", "pieprz czarny", "ser kozi", "sól", "śmietana 30%", "liść laurowy", "cukier trzcinowy", "pieprz czarny, ziarnisty", "pieprz biały", "papryka mielona ostra", "pieprz cayenne, ziarnisty", "sól", "czosnek granulowany", "oregano suszone", "tymianek suszony", "cebula suszona");"504,8";"36,2";"27,1";"20,2";"20,2"
"kurczak-w-prostym-sosie-barbecue";c("cukier brązowy", "papryczka chili czerwona", "goździki", "chorizo plastry", "ząbek czosnku", "kindziuk z pieprzem", "ketchup", "imbir mielony", "gałka muszkatołowa mielona", "pieprz biały", "musztarda dijon", "olej rzepakowy", "papryka mielona słodka", "sól", "sos sojowy", "pieprz cayenne", "kurczak udko", "ziemniak");"926,6";"40,5";"53,8";"4,1";"50,5"
"schab-na-chlebie-zapiekany-pod-beszamelem";c("bazylia świeża", "chleb wiejski", "ser ementaler", "masło", "mąka pszenna", "mleko", "pieprz czarny", "mięso wieprzowe schab", "skórka cytryny tarta", "sól", "gałka muszkatołowa mielona", "natka pietruszki", "oliwa z oliwek", "cebula czerwona", "ogórek", "papryka zielona", "papryka zielona", "pomidor czerwony", "rzodkiewka", "mięta świeża", "sałata masłowa", "natka pietruszki", "pieprz czarny", "sok z cytryny", "sól");"1048,5";"65,5";"58,1";"55,2";"55,2"
"rolady-schabowe-z-serem-balkanskim";c("cebula dymka", "piwo ciemne", "cukier trzcinowy", "ząbek czosnku", "marchew", "mąka pszenna", "pieprz biały", "ogórek gruntowy", "olej rzepakowy", "mięta świeża", "mięso wieprzowe schab", "ser feta", "sól", "masło");"1105,5";"60,9";"49,7";"9";"66,1"
"kurczak-curry-z-ananasem";c("cebula", "imbir świeży", "curry", "ząbek czosnku", "kurczak filety z piersi", "miód", "oliwa z oliwek", "sok ananasowy", "sól", "śmietana 18%", "ananas", "pieprz czarny");"401";"18,4";"32,3";"28,1";"28,1"
"risotto-szparagowe-z-kurczakiem";c("cebula dymka", "kurczak filety z piersi", "pomidor czerwony", "szparagi białe", "cukier", "ząbek czosnku", "karczoch serce", "masło", "pieprz biały", "miód", "oliwa z oliwek", "ryż do risotto", "grana padano", "sól", "śmietana 30%");"1062,2";"57,1";"78,3";"56,8";"56,8"
"wieprzowe-szaszlyki-z-surowka-indyjska";c("jajko", "cebula", "bułka tarta", "ząbek czosnku", "kminek cały", "mięso mielone wieprzowe", "olej rzepakowy", "sok z cytryny", "pieprz cayenne", "kolendra świeża", "natka pietruszki", "sól", "pieprz czarny", "cytryna", "jogurt naturalny", "pieprz czarny", "sól", "marchew", "kapusta biała", "curry", "gorczyca", "kminek cały", "miód", "ocet ryżowy", "oliwa z oliwek", "orzechy arachidowe", "pieprz czarny", "sok z cytryny", "sól");"421,2";"18,5";"49,8";"17,0";"17,0"
"pikantny-kebab-z-sosem-jogurtowym";c("limonka", "ogórek", "papryczka chili czerwona", "cebula czerwona", "cebula dymka", "tortilla", "pieprz biały", "ciecierzyca konserwowa", "curry", "ząbek czosnku", "jogurt grecki", "mięso mielone wieprzowe", "kapusta biała", "oliwa z oliwek", "papryka mielona słodka", "sól", "kolendra świeża");"827,5";"42,3";"69,7";"47,4";"47,4"
"tarta-ze-szparagami-i-cebula";c("jajko", "masło", "mąka pszenna", "sól", "cebula biała", "jajko", "mąka pszenna", "cebula dymka", "pieprz czarny", "sól", "sól", "szparagi białe", "szparagi zielone", "śmietana 18%");"345,4";"21,9";"30,3";"8,1";"8,1"
"pieczony-kurczak-z-ziemniakami-i-szparagami";c("cytryna", "pieprz czarny", "estragon suszony", "jajko", "kurczak", "mleko", "oliwa z oliwek", "natka pietruszki", "sól", "szczypior cebuli", "tymianek świeży", "wino białe", "ziemniak", "szparagi zielone", "chleb wiejski", "ząbek czosnku");"878,2";"52";"44,7";"51,4";"51,4"
"kurczak-pieczony-z-bekonem-i-puree-maslanym";c("miód", "ząbek czosnku", "kurczak", "papryczka chili czerwona", "limonka", "cebula dymka", "chrzan tarty", "śmietana 18%", "marchew", "masło", "pieprz czarny", "boczek wędzony w plastrach", "rum", "seler", "sól", "szałwia świeża", "ziemniak", "oliwa z oliwek");"1538,4";"101,8";"62,2";"77,7";"77,7"
"kolorowa-ryba-w-srebrnych-papilotach";c("pomidorki koktajlowe", "cytryna", "cebula", "cukinia", "łosoś filet, bez skóry", "bazylia świeża", "oliwa z oliwek", "pieprz czarny", "sól", "tymianek świeży");"492,2";"29";"14,7";"43,9";"43,9"
"kurczaki-patyczaki";c("pieprz czarny", "ketchup", "miód", "musztarda", "oliwa z oliwek", "sok z cytryny", "sól", "kurczak filety z piersi");"211,8";"2,7";"6,2";"21";"21"
"hot-dogi-z-grilla";c("pomidor czerwony", "bagietka", "frankfurterki wieprzowe", "ketchup", "sałata lodowa", "majonez");"934,4";"53,8";"82,2";"30,2";"30,2"
"matwa-w-bialym-winie";c("cebula", "wino białe", "ząbek czosnku", "oliwki zielone", "natka pietruszki", "kalmary", "oliwa z oliwek", "pieprz czarny", "sok z cytryny", "sól");"267,4";"4,9";"14,7";"24,4";"24,4"
"kotleciki-jagniece-z-mieta-i-rozmarynem";c("kotlety jagnięce", "ząbek czosnku", "oliwa z oliwek", "pieprz czarny", "sól", "rozmaryn suszony", "tymianek świeży", "mięta świeża");"362,1";"32,5";"1,5";"16,5";"16,5"
"gulasz-z-jelenia-z-kasza";c("liść laurowy", "ziele angielskie", "cebula", "pieprz czarny", "bulion warzywny", "ząbek czosnku", "piwo jasne", "gulasz z dziczyzny", "natka pietruszki", "olej rzepakowy", "papryka mielona słodka", "pieczarka", "sól");"216,1";"5";"31,2";"8,2";"8,2"
"podudzia-kurczaka-z-grilla-marynowane-w-soku-z-pomaranczy";c("oliwa z oliwek", "pieczarka", "pomidorki koktajlowe", "cukinia", "cebula", "papryka zielona", "papryka żółta", "papryka czerwona", "limonka", "pomarańcza", "kurczak podudzie", "ząbek czosnku", "kminek cały", "sos tabasco", "sól", "oregano suszone", "kolendra świeża", "pieprz czarny", "zioła prowansalskie");"211,3";"7,8";"33,6";"7";"7"
"dorada-pieczona-na-grillu-z-grillowanym-ananasem-i-sosem-ze-swiezych-pomidorow";c("ananas", "cebula czerwona", "limonka", "dorada", "pomidor czerwony", "seler naciowy", "boczek parzony", "ząbek czosnku", "miód", "musztarda dijon", "natka pietruszki", "ocet winny, czerwony", "pieprz czarny", "sól", "pomidor suszony", "oliwa z oliwek");"1074,5";"56,1";"52,2";"97,7";"97,7"
"zapiekanka-z-miesa-mielonego-i-baklazana-z-serem-mozzarella";c("mozzarella", "cebula", "jajko", "bakłażan", "cukier", "cynamon", "wino czerwone", "ząbek czosnku", "masło", "mięso mielone wołowo", "oliwa z oliwek", "oregano suszone", "pomidory krojone z puszki", "grana padano");"904,2";"60";"44,8";"48,9";"48,9"
"pomidory-faszerowane-z-puree-pachnacym-czosnkiem-i-z-oliwkami";c("cebula", "mozzarella", "pomidor czerwony", "ząbek czosnku", "mięso mielone wieprzowe", "natka pietruszki", "oliwa z oliwek", "papryka mielona ostra", "pieprz czarny", "sól", "ocet balsamiczny", "oliwa z oliwek", "pieprz czarny", "sól", "ząbek czosnku", "olej rzepakowy", "oliwki zielone", "śmietana 30%", "ziemniak");"558,8";"33,6";"45,3";"21,0";"21,0"
"pstrag-pieczony-z-ziemniakami";c("cebula", "papryczka chili czerwona", "pstrąg łososiowy swieży filet", "ziemniak", "ząbek czosnku", "masło", "oliwa z oliwek", "pieprz czarny", "sok z cytryny", "sól", "świeży koperek", "natka pietruszki", "tymianek suszony");"610";"30,2";"27,8";"56,6";"56,6"
"filet-z-pstraga-w-sosie-holenderskim-mietowym-ze-szparagami-w-szynce";c("oliwa z oliwek", "cytryna", "jajko", "pstrąg łososiowy swieży filet", "szparagi białe", "masło", "ocet winny, biały", "szynka szwarcwaldzka", "mięta świeża");"985,9";"75,4";"8";"71,2";"71,2"
"filet-z-pstraga-w-szynce-szwarcwaldzkiej-z-szalwia-i-szparagami";c("wino białe", "pstrąg łososiowy swieży filet", "jajko", "ząbek czosnku", "szałwia świeża", "masło", "pieprz biały", "ocet winny, biały", "sól", "szynka szwarcwaldzka", "bazylia świeża", "szparagi zielone", "oliwa z oliwek");"865,8";"59,9";"5,8";"76,2";"76,2"
"zeberka-ostro-pikantne";c("cebula", "liść laurowy", "ketchup", "miód", "ocet balsamiczny", "musztarda", "pieprz czarny", "ząbek czosnku", "sos sojowy", "pieprz czarny, ziarnisty", "żeberka wieprzowe,świeże");"203,6";"0,5";"47,6";"3,1";"3,1"
"piersi-kurczaka-w-marynacie-jogurtowo-pomaranczowej";c("pieprz czarny", "kurczak filety z piersi", "sól", "papryczka chili czerwona", "ząbek czosnku", "jogurt grecki", "miód", "sok pomarańczowy", "sok z limonki", "tymianek suszony");"86,9";"1,1";"14,8";"5,5";"5,5"
"kurczak-po-meksykansku";c("tortilla", "goździki", "cebula", "papryczka chili zielona", "limonka", "papryka czerwona", "papryka zielona", "papryka żółta", "kurczak filety z piersi", "cynamon", "ząbek czosnku", "fasola czerwona", "kolendra świeża", "olej słonecznikowy", "sól", "pieprz czarny");"535,6";"22,8";"43,2";"41,4";"41,4"
"tortilla-z-kurczakiem-i-guacamole";c("oliwa z oliwek", "kurczak filety z piersi", "sól", "pieprz biały", "papryczka chili czerwona", "ząbek czosnku", "cebula dymka", "papryka żółta", "papryka czerwona", "kolendra świeża", "limonka", "fasola czerwona z puszki", "ser gouda", "tortilla", "awokado", "oliwa z oliwek", "papryczka chili czerwona", "ząbek czosnku", "sól", "pieprz biały", "kolendra świeża", "limonka", "śmietana 18%", "szczypior cebuli", "limonka");"1032,4";"45,1";"65,7";"12,4";"61,8"
"warzywa-pieczone-na-grillu";c("korzeń pietruszki", "olej", "marchew", "limonka", "papryczka chili czerwona", "cebula czerwona", "jogurt naturalny", "olej rzepakowy", "pistacje", "pieprz czarny", "pomidorki koktajlowe", "ser cheddar", "sól", "pomidor suszony", "bazylia świeża", "ząbek czosnku");"516,3";"29,6";"48,3";"22,1";"22,1"
"szaszlyki-z-karkowki-w-marynacie-orzechowej-z-gruszkami-i-salatka-z-rukoli";c("ząbek czosnku", "papryczka chili czerwona", "limonka", "goździki", "gruszka", "mięso wieprzowe karkówka", "miód", "olej rzepakowy", "orzechy ziemne niesolone", "pomidorki koktajlowe", "pomidor suszony", "rukola", "ser kozi", "kolendra świeża");"978,2";"54,6";"115";"23,3";"23,3"
"pstrag-grillowany-w-papilotach";c("cytryna", "pomarańcza", "pstrąg łososiowy swieży filet", "cukier trzcinowy", "imbir świeży", "pieprz biały", "mix sałat", "musztarda dijon", "ocet winny", "oliwa z oliwek", "sól", "kolendra świeża");"653,2";"36,8";"27,7";"55,9";"55,9"
"grillowane-szaszlyki-z-lososia-i-cukinii";c("cukinia", "łosoś filet, bez skóry", "chili mielone", "świeży koperek", "miód", "ocet balsamiczny", "pieprz czarny");"213,4";"10,6";"12,4";"17,4";"17,4"
"karkowka-czosnkowo-sliwkowa-z-grilla";c("ocet balsamiczny", "pieprz czarny", "miód", "oliwa z oliwek", "powidła śliwkowe", "skórka cytryny tarta", "sól", "ząbek czosnku", "mięso wieprzowe karkówka");"328,1";"27,6";"19";"23,9";"23,9"
"grillowane-szaszlyki-z-boczku-i-kielbasy";c("cebula", "kiełbasa śląska", "boczek wędzony", "majeranek", "mix sałat", "ocet winny", "oliwa z oliwek", "papryka mielona ostra", "pieprz czarny", "papryka mielona słodka", "sól");"545,7";"46,1";"14,4";"19,3";"19,3"
"grillowane-kielbaski-w-boczku";c("kiełbasa śląska", "ketchup", "musztarda", "ocet winny", "oliwa z oliwek", "pieprz czarny", "sól", "boczek wędzony w plastrach", "sałata lodowa", "ziemniak", "ser żółty");"791,8";"69,3";"6,3";"35,8";"35,8"
"grillowana-karkowka-w-piwie";c("papryczka chili czerwona", "liść laurowy", "ziele angielskie", "ząbek czosnku", "mięso wieprzowe karkówka", "olej rzepakowy", "pieprz czarny", "piwo jasne", "sól", "tymianek suszony");"111";"5,6";"6,6";"1";"1"
"kaszanka-z-jablkami-i-tymiankiem-z-grilla";c("cebula", "pieprz czarny", "majeranek", "sól", "tymianek suszony", "bagietka", "kaszanka", "boczek wędzony w plastrach", "jabłko czerwone");"231,5";"2,9";"40,7";"12";"12"
"pstrag-paprykowo-serowy-z-grilla";c("pstrąg łososiowy swieży filet", "sok z cytryny", "cebula", "papryka czerwona", "bazylia świeża", "majonez", "papryka mielona słodka", "pieprz czarny", "sól", "natka pietruszki", "ser gouda");"596,5";"35,2";"10,2";"60,8";"60,8"
"grillowane-piersi-kurczaka-w-marynacie-jogurtowej";c("curry", "ząbek czosnku", "kurczak filety z piersi", "jogurt naturalny", "papryka mielona słodka", "pieprz czarny", "sok z cytryny", "sól", "tymianek suszony");"261,2";"12,8";"3,8";"31,4";"31,4"
"grillowane-poledwiczki-z-piersi-z-kurczaka";c("papryczka chili czerwona", "oliwa z oliwek", "sok z limonki", "dżem brzoskwiniowy", "limonka", "kurczak polędwiczki", "ząbek czosnku");"247";"8,6";"6,7";"36,2";"36,2"
"ziemniaki-z-grilla";c("ząbek czosnku", "kminek cały", "oliwa z oliwek", "pieprz czarny", "rozmaryn świeży", "papryka mielona słodka", "sól", "ziemniak");"176,2";"1,9";"34,5";"4,5";"4,5"
