"Name";"Ingredients";"Energy_kcal";"Fat_g";"Carbohydrates_g";"Fiber_g";"Protein_g"
"smazony-zolty-ser-z-sosem-tatarskim";c("cebula dymka", "ząbek czosnku", "cebula dymka", "kapar", "majonez", "ogórek kiszony", "papryka czerwona", "pieprz czarny", "skórka cytryny tarta", "sok z cytryny", "bułka tarta", "jajko", "mąka pszenna", "olej rzepakowy", "ser żółty");"746,3";"51,9";"35,5";"3,6";"34,3"
"tagliatelle-w-sosie-serowym";c("bazylia świeża", "cebula", "pieprz czarny", "papryczka chili czerwona", "oliwa z oliwek", "oregano suszone", "pomidorki koktajlowe", "sól", "wino białe", "limonka", "ser gorgonzola", "makaron tagliatelle", "ser pecorino", "śmietana 30%", "ząbek czosnku");"720,7";"40,1";"53,5";"29,1";"29,1"
"greckie-pulpeciki-z-sosem-tzatziki";c("cebula czerwona", "pieprz czarny", "papryczka chili czerwona", "natka pietruszki", "płatki owsiane", "sól", "woda", "olej z pestek winogron", "mąka pszenna", "mięso mielone wołowe", "ząbek czosnku", "cebula czerwona", "pomidor czerwony", "ocet winny, czerwony", "ogórek", "oliwa z oliwek", "oliwki zielone", "oregano suszone", "papryka zielona", "ser feta", "jogurt grecki", "świeży koperek", "ocet winny, biały", "ogórek", "oliwa z oliwek", "sól", "ząbek czosnku");"482,8";"28,6";"25,1";"32,6";"32,6"
"gyros-z-kurczaka-w-picie";c("ząbek czosnku", "oliwa z oliwek", "oregano suszone", "pieprz czarny", "kurczak filety z piersi", "papryka mielona słodka", "sól", "papryka wędzona mielona", "ząbek czosnku", "jogurt grecki", "świeży koperek", "oliwa z oliwek", "pieprz czarny", "sok z cytryny", "sól", "ogórek", "chlebek pita", "cebula czerwona", "pomidor czerwony", "sałata rzymska", "kolendra świeża", "mięta świeża");"574,2";"24,8";"42,4";"46,7";"46,7"
"faszerowane-bataty";c("awokado", "batat", "cebula czerwona", "oliwa z oliwek", "szczypiorek", "orzechy arachidowe", "imbir świeży", "olej lniany", "sos sojowy", "masło orzechowe", "limonka", "ząbek czosnku", "mąka ziemniaczana", "oliwa z oliwek", "sos sojowy", "tofu");"521,8";"27";"54,6";"16,5";"16,5"
"krewetki-z-warzywami";c("bazylia świeża", "wino białe", "ząbek czosnku", "krewetki", "marchew", "masło", "olej z pestek winogron", "papryczka chili czerwona", "seler", "limonka", "sok z limonki", "sól");"799,7";"53,3";"27,4";"38,8";"38,8"
"gulasz-z-batatow";c("batat", "brokuł", "bulion warzywny", "cebula", "ciecierzyca konserwowa", "soczewica czerwona", "ząbek czosnku", "pomidory krojone z puszki", "szpinak baby", "curry", "mleczko kokosowe", "olej kokosowy", "papryczka chili czerwona", "pieprz czarny", "skrobia ziemniaczana", "sól", "imbir świeży", "awokado", "limonka", "natka pietruszki");"537,7";"23,1";"70";"18,3";"18,3"
"japonskie-placki-warzywne-okonomiyaki";c("kapusta biała", "cebula dymka", "pieprz czarny", "imbir świeży", "jajko", "marchew", "olej", "seler", "sos sojowy", "sól", "mąka pszenna", "cebula dymka", "papryczka chili czerwona", "sezam biały", "cytryna", "pieprz czarny", "jogurt grecki", "rukola", "sól");"277,6";"10,6";"28,5";"18,5";"18,5"
"kopytka-z-suszonymi-pomidorami-i-kurkami";c("jajko", "ziemniak", "mąka pszenna", "sól", "woda", "cukinia", "ząbek czosnku", "cebula dymka", "kurki", "olej słonecznikowy", "pieprz czarny", "pomidorki koktajlowe", "seler naciowy", "sól", "pomidor suszony", "grana padano, tarty", "szczypior cebuli");"281,2";"9,1";"42,3";"10,0";"10,0"
"steki-z-kalafiora-z-salatka-z-jarmuzu";c("curry", "pieprz czarny", "kalafior", "oliwa z oliwek", "sól", "pieprz czarny", "jajko", "sól", "jarmuż", "kukurydza konserwowa", "nasiona słonecznika", "oliwa z oliwek", "sok z cytryny", "sól himalajska", "ząbek czosnku", "świeży koperek", "nasiona słonecznika", "olej rzepakowy", "natka pietruszki", "grana padano, tarty", "woda");"831,2";"69,5";"31,5";"28,9";"28,9"
"zapiekanka-weganska-ratatouille";c("cebula", "ząbek czosnku", "passata pomidorowa", "pieprz czarny", "sól", "zioła prowansalskie", "bakłażan", "cukinia", "cebula czerwona", "papryka czerwona", "oliwa z oliwek", "orzeszki piniowe", "pieprz czarny", "pomidor czerwony", "sól", "bazylia suszona", "papryka zielona", "bazylia świeża");"200,5";"7,7";"29,0";"6,6";"6,6"
"pieczone-zeberka";c("pieprz biały", "goździki", "ketchup", "sól", "syrop klonowy", "woda", "ziele angielskie", "żeberka wieprzowe,świeże", "limonka", "olej z pestek winogron", "ząbek czosnku", "sos worcester", "tymianek suszony", "limonka", "olej z pestek winogron", "ciabatta");"194,2";"7,1";"31,2";"2,5";"2,5"
"dyniowe-pancakes-z-karmelizowanymi-bananami";c("cukier brązowy", "cukier", "dynia hokkaido", "jajko", "mąka pszenna", "mleko 3,2%", "olej", "olej z pestek dyni", "proszek do pieczenia", "przyprawa do piernika", "sok z pomarańczy", "banan", "syrop klonowy", "orzech włoski");"510,9";"12,0";"97,3";"9,2";"9,2"
"makaron-z-kurczakiem-i-pesto-z-rukoli";c("pieprz czarny", "kurczak filety z piersi", "oliwa z oliwek", "oregano suszone", "pomidor suszony", "sól", "makaron tagliatelle", "ząbek czosnku", "szpinak baby", "oliwa z oliwek", "orzech włoski", "rukola", "ser feta", "sok z limonki", "syrop z agawy", "orzech włoski");"1213,5";"59,5";"91,1";"57,5";"57,5"
"tarta-szpinakowa-na-spodzie-z-batatow";c("cebula", "ząbek czosnku", "gałka muszkatołowa mielona", "jogurt naturalny", "jajko", "oliwa z oliwek", "pieprz czarny", "chili płatki", "sól", "grana padano, tarty", "pomidor suszony", "szpinak baby", "batat", "oliwa z oliwek");"155,9";"4,7";"19,9";"9";"9"
"wegetarianski-bibimbap";c("cebula czerwona", "cukinia", "papryczka chili czerwona", "jajko", "marchew", "papryka żółta", "pieczarka", "sos sojowy", "szczypior cebuli", "olej kokosowy", "olej sezamowy", "ryż długoziarnisty", "kiełki fasoli mung", "sezam biały", "szpinak baby", "kimchi", "cukier trzcinowy", "papryka mielona ostra", "sos sojowy", "sok z limonki", "olej sezamowy", "ocet ryżowy");"454,3";"17,1";"61,3";"16,1";"16,1"
"zapiekanka-warzywna-1";c("jajko", "mleko", "pieprz czarny", "grana padano", "sól", "bazylia świeża", "tymianek świeży", "brokuł", "cebula", "ząbek czosnku", "masło", "oliwa z oliwek", "orzeszki piniowe", "pieczarka", "pomidorki koktajlowe", "sól", "szparagi zielone", "papryka żółta", "cebula dymka");"390,7";"23,4";"25,5";"7,2";"24,7"
"buleczki-bao-z-szarpana-kaczka";c("cebula dymka", "sos sojowy", "syrop klonowy", "sok z limonki", "kolendra świeża", "limonka", "imbir marynowany różowy", "kaczka udko", "ząbek czosnku", "cukier", "drożdże suszone", "proszek do pieczenia", "sól", "mąka pszenna typ 550", "pieprz czarny", "majonez", "papryczka jalapeno", "szczypior cebuli", "limonka", "ocet ryżowy", "ząbek czosnku", "mleko 3,2%", "olej słonecznikowy", "olej słonecznikowy", "kolendra świeża", "orzechy arachidowe");"1188";"50,4";"116";"3,6";"64,4"
"comber-z-jelenia-z-dynia-i-sosem-zurawinowym";c("comber", "majeranek", "olej", "pieprz czarny", "cytryna", "dynia hokkaido", "tymianek świeży", "miód", "olej", "wino czerwone", "ząbek czosnku", "konfitura żurawinowa", "masło", "pieprz czarny", "sól");"385,4";"22,0";"16,2";"29,6";"29,6"
"gulasz-z-pomaranczami-i-dynia";c("boczek wędzony", "cebula", "pieprz czarny", "papryczka chili czerwona", "kumin", "liść laurowy", "marchew", "olej", "pomarańcza", "sok pomarańczowy", "sól", "śliwka suszona", "wino czerwone", "woda", "dynia hokkaido", "pomidory krojone z puszki", "mięso wołowe", "ząbek czosnku");"571,5";"29,9";"46,9";"7,4";"25,1"
"pieczona-ryba-z-pikantnymi-warzywami";c("cebula dymka", "pieprz czarny", "korzeń pietruszki", "marchew", "oliwa z oliwek", "por", "seler naciowy", "sól", "tymianek świeży", "sandacz", "limonka", "mleczko kokosowe", "czerwona pasta curry", "ząbek czosnku", "szczypior cebuli", "sok z limonki", "kolendra świeża");"256,4";"5,5";"34,6";"21,5";"21,5"
"tarta-z-botwinka";c("pieprz biały", "jajko", "masło", "sól", "woda", "ser cheddar", "mąka gryczana", "mąka pszenna", "botwina", "pieprz czarny", "jajko", "ocet", "olej", "pistacje", "por", "sól", "tymianek świeży", "limonka", "ser cheddar", "ser ricotta");"683,9";"45,9";"42";"29,6";"29,6"
"tarta-z-warzywami-i-serem-plesniowym";c("marchew", "oliwa z oliwek", "pieprz czarny", "skorzonera", "sól", "bazylia świeża", "ciasto francuskie", "ząbek czosnku", "anchois", "jajko", "mleko", "por", "miód", "oliwa z oliwek", "pistacje", "rukola", "ser pleśniowy");"552,7";"31,3";"52,0";"16,0";"16,0"
"ryba-z-frytkami-1";c("dorsz filet", "mąka pszenna", "olej słonecznikowy", "pieprz biały", "sól", "curry", "mąka pszenna", "mąka ziemniaczana", "pieprz czarny", "piwo jasne", "proszek do pieczenia", "sól", "curry", "cebula czerwona", "ząbek czosnku", "majonez", "natka pietruszki", "ogórek kiszony", "limonka", "sok z limonki", "sos worcester", "frytki z batata, mrożone", "limonka");"768,5";"30,6";"81,4";"1,8";"37,5"
"enchilady-z-dynia-i-fasola-w-sosie-pomidorowym";c("bazylia świeża", "pieprz czarny", "pomidor czerwony", "oliwa z oliwek", "oregano suszone", "natka pietruszki", "sól", "pesto czerwone", "ząbek czosnku", "fasola czerwona z puszki", "papryczka chili czerwona", "papryka czerwona", "kukurydza konserwowa", "olej", "oliwa z oliwek", "papryka wędzona mielona", "sok z cytryny", "sól", "szalotka", "dynia hokkaido", "ząbek czosnku", "mąka kukurydziana", "olej rzepakowy", "sól", "woda", "mozzarella", "ser żółty wędzony");"765,2";"36,2";"78,4";"35";"35"
"kaszotto-ze-szparagami-groszkiem-cukrowym-i-krewetkami";c("bulion warzywny", "pieprz czarny", "papryczka chili czerwona", "kasza pęczak", "olej rzepakowy", "oregano suszone", "sól", "szalotka", "wino białe", "krewetki", "szparagi zielone", "groszek cukrowy", "ząbek czosnku", "cytryna", "pieprz czarny", "natka pietruszki", "sól", "grana padano, tarty", "kolendra świeża");"243,9";"3,8";"33,9";"15,2";"15,2"
"losos-z-salsa-z-tamarillo-i-mango";c("mięta świeża", "mango", "miód", "tamarillo", "papryczka chili czerwona", "granat", "kolendra świeża", "sok z limonki", "łosoś filet, bez skóry", "olej rzepakowy", "sól");"584,7";"31,6";"32,8";"43,7";"43,7"
"quiche-z-papryczkami-padron-i-wedzonym-serem";c("jajko", "masło", "mąka pszenna", "sól", "woda", "miód", "oliwa z oliwek", "papryczka padrón", "szynka szwarcwaldzka", "ser żółty wędzony", "bułka tarta", "ząbek czosnku", "jajko", "masło", "pieprz czarny", "sól", "bazylia suszona", "śmietana 12%");"730,3";"47,4";"48,3";"28,0";"28,0"
"smazona-okra-z-cebula-i-suszonymi-morelami";c("cebula", "cynamon", "pieprz czarny", "papryczka chili czerwona", "imbir mielony", "kumin", "olej rzepakowy", "sos sojowy", "sól", "woda", "sok z limonki", "morele suszone", "syrop z agawy", "pomidor malinowy", "okra", "mięta świeża");"482,3";"23,7";"62,5";"8,8";"8,8"
"tarta-z-fenkulem-kurkami-i-pomidorami";c("jajko", "mąka razowa", "masło", "sól", "grana padano, tarty", "cebula", "jajko", "kurki", "fenkuł", "masło", "pomidorki koktajlowe", "ser feta", "sól", "śmietana 12%", "gałka muszkatołowa mielona", "pieprz czarny", "tymianek świeży", "bułka tarta", "masło");"880,7";"54,7";"74,0";"26,2";"26,2"
"tortilla-de-patatas-z-warzywami";c("bazylia świeża", "mozzarella", "cebula", "pieprz czarny", "papryka czerwona", "pomidor czerwony", "jajko", "oliwa z oliwek", "ser feta", "sól", "szczypior cebuli", "ziemniak", "zioła prowansalskie", "szparagi zielone", "ząbek czosnku");"556,4";"34,2";"36,3";"25,7";"25,7"
"wegetarianskie-bowls-z-dressingiem-mietowym";c("awokado", "bazylia świeża", "papryka czerwona", "granat", "mango", "oliwa z oliwek", "pomidorki koktajlowe", "rzodkiewka", "orzechy ziemne niesolone", "ciecierzyca konserwowa", "kasza bulgur", "pak choi", "ząbek czosnku", "szpinak baby", "jogurt grecki", "mięta świeża", "musztarda", "sok z limonki", "syrop z agawy");"361,4";"13,3";"55,4";"11";"11"
"curry-z-baklazanem-i-brukselka";c("bakłażan", "brukselka", "cukier trzcinowy", "papryczka chili czerwona", "imbir świeży", "ryż jaśminowy", "sól", "szalotka", "olej kokosowy", "mleczko kokosowe", "sos rybny", "zielona pasta curry", "trawa cytrynowa", "ząbek czosnku", "mięta świeża", "orzechy arachidowe");"634";"38,5";"64,3";"11,4";"11,4"
"leniwe-pierogi";c("cukier puder", "jajko", "mąka pszenna", "sól", "twaróg bez laktozy", "bułka tarta", "masło bez laktozy", "orzech laskowy");"744,7";"61,5";"69,4";"21,0";"21,0"
"penne-z-indykiem-i-mleczkiem-kokosowym";c("bazylia świeża", "cebula dymka", "curry", "pieprz czarny", "masło", "oliwa z oliwek", "pieczarka", "sól", "woda", "sok z limonki", "makaron penne", "mięso indycze mielone", "limonka", "olej z pestek winogron", "mleczko kokosowe", "ząbek czosnku", "szpinak baby", "pomidorki koktajlowe", "grana padano", "sok z limonki", "limonka");"636,1";"26,8";"71,7";"28,8";"28,8"
"papardelle-z-sosem-kaparowym-i-pieczonym-lososiem";c("olej słonecznikowy", "bazylia świeża", "bakłażan", "łosoś filet, bez skóry", "makaron pappardelle", "cebula", "ząbek czosnku", "kapar", "ogórek konserwowy", "olej słonecznikowy", "pomidory krojone z puszki", "śmietana 30%", "pieprz czarny", "bazylia świeża", "woda", "bazylia świeża");"799,2";"41,9";"78,4";"28,9";"28,9"
"pierogi-z-suszonymi-sliwkami";c("cukier", "masło", "mąka migdałowa", "cukier puder", "jajko", "masło", "sól", "wanilia", "woda", "mąka pszenna", "mąka pszenna", "cynamon", "masło", "skórka z pomarańczy, tarta", "sok z pomarańczy", "śliwka suszona", "mięta świeża", "śliwka", "sól", "woda");"670";"26,7";"98,3";"13";"13"
"prosta-zapiekanka-z-brukselka";c("brukselka", "cebula", "pieprz czarny", "jajko", "mozzarella", "oliwa z oliwek", "oregano suszone", "pomidor suszony", "sól", "sok z limonki", "łosoś wędzony", "kolendra świeża", "śmietana 30%", "ząbek czosnku");"413,3";"29,8";"16,8";"25,1";"25,1"
"golabki-bez-zawijania";c("cebula", "cukier", "koncentrat pomidorowy", "pomidory krojone z puszki", "masło", "olej słonecznikowy", "pieprz czarny", "sól", "majeranek suszony", "woda", "kapusta biała", "cebula", "jajko", "kasza jęczmienna", "kapusta kiszona", "mięso mielone wołowo", "olej słonecznikowy", "pieprz czarny", "sól", "woda", "rozmaryn świeży");"389,4";"26,4";"21,2";"19,8";"19,8"
"zapiekanka-ziemniaczana";c("cebula", "ząbek czosnku", "grana padano", "majeranek", "masło", "natka pietruszki", "olej po suszonych pomidorach", "olej słonecznikowy", "pieczarka", "pieprz czarny", "sól", "pomidor suszony", "śmietana 30%", "rozmaryn świeży", "ziemniak", "natka pietruszki", "olej po suszonych pomidorach", "pomidorki koktajlowe", "masło", "mąka pszenna");"701,3";"47,2";"58,6";"24,1";"24,1"
"chili-con-carne-z-wedzonym-boczkiem";c("cebula", "chili mielone", "papryczka chili czerwona", "papryka czerwona", "fasola czerwona z puszki", "kumin", "koncentrat pomidorowy", "olej", "sól", "kolendra świeża", "limonka", "pomidory krojone z puszki", "boczek wędzony w plastrach", "mięso mielone wołowe", "ząbek czosnku", "śmietana 18%", "sok z limonki", "kolendra świeża", "limonka", "tortilla");"632,7";"28,5";"58,5";"38";"38"
"weganskie-burgery-z-kotletem-z-burakow";c("ocet balsamiczny", "cebula czerwona", "chili mielone", "cynamon", "pieprz czarny", "daktyle suszone", "fasola czerwona z puszki", "płatki owsiane", "sól", "ząbek czosnku", "buraki gotowane", "cebula czerwona", "ketchup", "ogórek kiszony", "sałata rzymska", "pomidor malinowy", "bułki owsiane", "pieprz czarny", "oliwa z oliwek", "sok z cytryny", "sól", "sól", "orzech nerkowca", "ząbek czosnku", "olej", "mąka pszenna");"823,8";"34,4";"109,8";"22,6";"22,6"
"weganski-placek-po-wegiersku";c("bulion warzywny", "cebula", "pieprz czarny", "papryczka chili czerwona", "koncentrat pomidorowy", "liść laurowy", "olej rzepakowy", "pieczarka", "natka pietruszki", "sos sojowy", "sól", "wino czerwone", "pomidory krojone z puszki", "ząbek czosnku", "marchew z groszkiem, mrożona", "cebula", "pieprz czarny", "świeży koperek", "olej rzepakowy", "sól", "ziemniak", "ząbek czosnku");"188,7";"7,2";"25,2";"6,9";"6,9"
"arancini-faszerowane-kulki-ryzowe";c("bazylia świeża", "pomidorki koktajlowe", "bułka tarta", "jajko", "olej rzepakowy", "parmezan", "mąka pszenna", "ryż do risotto", "cebula", "pieprz czarny", "pomidor czerwony", "mozzarella", "oliwa z oliwek", "oregano suszone", "sól", "ząbek czosnku");"1851,6";"157,3";"90,2";"21,9";"21,9"
"gnocchi-z-burakiem";c("masło", "oliwa z oliwek", "rukola", "orzeszki piniowe", "ząbek czosnku", "mąka ziemniaczana", "sól", "parmezan tarty", "mąka pszenna", "ser ricotta", "buraki gotowane");"676,9";"34,4";"70,9";"24,2";"24,2"
"chakalaka";c("cebula", "curry", "papryka czerwona", "ząbek czosnku", "imbir świeży", "marchew", "olej rzepakowy", "papryczka chili czerwona", "pieprz czarny", "pomidory krojone z puszki", "sól", "tymianek suszony", "tymianek świeży", "papryka żółta");"333,4";"10,7";"57,8";"9,3";"9,3"
"weganska-carbonara-z-boczkiem-z-tofu";c("pieprz czarny", "sos sojowy", "sól", "syrop klonowy", "tofu", "papryka wędzona mielona", "bulion warzywny", "cebula", "ząbek czosnku", "dynia piżmowa", "oliwa z oliwek", "pieprz czarny", "sól", "pasta sezamowa tahini", "natka pietruszki", "makaron spaghetti");"729,4";"21,3";"112,5";"27,9";"27,9"
"pieczone-pierogi-z-kurkami";c("pieprz czarny", "kurki", "natka pietruszki", "sól", "śmietana 18%", "tymianek świeży", "ząbek czosnku", "pieprz czarny", "jajko", "kurki", "mleko", "oliwa z oliwek", "sól", "tymianek suszony", "śmietana 18%", "jajko", "masło", "śmietana 18%", "mąka pszenna typ 550");"673";"39,8";"63,2";"13,5";"13,5"
"tagliatelle-nalesnikowe-z-sosem-serowym-i-lososiem";c("jajko", "mąka pszenna", "mleko bez laktozy", "olej rzepakowy", "papryka mielona słodka", "sól", "woda", "zioła prowansalskie", "cebula", "pesto", "ząbek czosnku", "łosoś filet, bez skóry", "pomidory krojone z puszki", "olej rzepakowy", "pieprz czarny", "ser brie", "ser kozi", "lazur błękitny", "sól", "pistacje", "ser kozi", "bazylia świeża");"732,8";"44,9";"44,2";"39,2";"39,2"
"spaghetti-z-pesto-z-brokulu";c("bazylia świeża", "brokuł", "pieprz czarny", "makaron spaghetti", "oliwa z oliwek", "natka pietruszki", "pistacje", "pomidorki koktajlowe", "sól", "grana padano", "anchois", "czerstwe pieczywo razowe", "ząbek czosnku");"843,4";"45,5";"82,9";"28,9";"28,9"
"cukinia-w-ciescie-nalesnikowym";c("cukinia", "pieprz czarny", "jajko", "oregano suszone", "proszek do pieczenia", "sól", "woda gazowana", "zioła prowansalskie", "czosnek granulowany", "olej kokosowy", "mąka pszenna", "mleko bez laktozy", "papryczka chili czerwona", "jogurt grecki", "mięta świeża", "sok z cytryny", "syrop z agawy", "kolendra świeża", "pasta sezamowa tahini", "ząbek czosnku", "granat");"563,3";"51,2";"17,6";"8";"8"
"faszerowana-papryka-z-serem-halloumi";c("bakłażan", "papryka czerwona", "ząbek czosnku", "kasza jęczmienna", "olej słonecznikowy", "oliwa z oliwek", "pieprz czarny", "pistacje", "pomidorki koktajlowe", "ser halloumi", "skórka cytryny tarta", "sok z cytryny", "sól", "pomidor suszony", "mięta świeża", "olej po suszonych pomidorach", "pieprz czarny", "sok z cytryny", "sól", "mięta świeża");"522,2";"29,8";"47,9";"20,5";"20,5"
